,Wav_path,Lyric_path
287,37363334395f3433.wav,Emcứxarời Vộivàngembênngườimới Cónỗinhớkhôngthànhlời Anhyêuemyêuthếthôi Cókhổnỗigìemcũngđã Rờixaanhmấtrồi Anhbiếtcốgắngchỉlàthừa Emcũngđâucómuốnnghe Vìcảmgiáccủaem Vớianhđâucònnữa Anhmuốnnóihếtnỗilòngnày
288,37383935335f30.wav,Xưamâyvẫnhay Thườnglangthang Ngaodukhắpnơi Chẳngmỏimệt Đếnlúccó Cơngióthậtlà Thổimâytrởvề Bênđồikia Nơimâyđếnđây Thậtnênthơ Chungquanhnúicao
289,37363231375f3439.wav,"Mâyđenxóamờ Dứtđicungdànthiếttha, Thôicũngnhưquamộtgiấcmơ"
290,37373837305f3432.wav,Thêmcaođợichờhòabình Tráitimtacùngướcmơ. Iwannawishyou AMerryChristmas Iwannawishyou AMerryChristmas Iwannawishyou Amerrychristmas Fromthebottom
291,37363635395f3237.wav,Cònđâuđôiquảtimvàng Chỉnghecâunóiphũphàng Embảorằng:Emcầngiàusang Cònđâuđôiquảtimvàng
292,38313034325f3538.wav,Làlinhhồntôiđó Mấthếtrồitôi Còngìemơi
293,37303835395f3538.wav,Cóaihỏingườibênấy Biếtnóigìđâyhỡianh Màanhnỡ...đành...quên...
294,3132323239345f3239.wav,"Ôinhữngthángngàyhạnhphúc Vàmơướcđónaycònđâu Chỉcònlạiquákhứ Vớibaonhiêukỉniệmdịuêm Ngàynàomàđôitađãtừngtrao Traochonhauyêuthương Traochonhaungàysau Vàtraochonhaunhữnglờiướcnguyện Sốngmãibênnhausẽkhôngxarời Nhưngnhữnglờinóiđónaycònđâu Chínhemlàngườiđãquênđi Nhữnglờihẹnước Khixưadướicơnmưa Dướicơnmưamàđôitađãbênnhau Ngàyemđi,vềnơinao"
295,3130333131375f3138.wav,Lờianủithậttâmsớtchia Nỗiđaukiadườngnhưbiếntan Emyêukiềunhưnàngtiênhạphàm Nhẹnhàngdịudàngngọtbùi Từngnămthángcùnganhbướcqua Baogiôngbãolàmtacáchxa
296,37323335375f3234.wav,Đểtôithấyđờiđangsống Emơicóhaykhông Emchotôinụcườilảlơi Nóivớitôi Rằngemrấtvui Đểtôisống Bằnghìnhbóng Đôikhicókhikhông
297,37323132345f37.wav,Nhữngyêuthươngcuộcđời Đểlạibaothươngnhớtronglòngmình Mộtcôgáimiềnnúi Đãthắpngọnlửatình Rồimộthômanhghéquathămbản Tìmgặpemcôgái
298,37363139345f323039.wav,Vàôngđểtuingóngtrông Đúnglà Đồngốcchứgì
299,3131393838315f3239.wav,Thoángquađời Phútgiâynồngsay Đãtànphíabên Kiamànmưa Ngườiđãbướcquatôi Đểlạinhữngvết Cắttrongtim Cònđâu Chậmtừngcâuhát Nhớmonganh Vìngườixamãirồi Tiếngmưarơi Hếtthôikhôngcòn Hìnhbónganhnhưhômnào Vẫnmãibêncạnhem
300,38303433365f3537.wav,Anhlàchàngnghệsĩphonglưu Khôngbiếttheogiórồilạcvềđâu Mongmộtngàykhôngxagặplại Nhâmnhitáchtràtavẫnkềnhau Ngồihànhuyên Nhữngchuyệnbuồnvui Vềmộtthờihạkiatừngtrải Điềutuyệtnhấtcủatuổimườibảy Làđượcnắmtaybướcđicùngai Phảikhôngem Thanhxuâncủatuilàem Mườibảynàycủatuicũnglàem
301,37393039325f36.wav,Thậtrathìemđangkhócthầm Đằngsaunhữngnụcườikia Đườngrộngvàdài Anhcứbướcđi Emđứnglại
302,38313735395f3931.wav,Sốngbìnhantạivùngquê Giữacánhđồng Buôngbỏthiệnác Xuamâyđen Tìmánhhồng Mangtrongmìnhlà Dòngmáutiênrồng Giờrửataygáckiếm ChoHồngNhanđượcyênlòng Sốngbìnhantạivùngquê Giữacánhđồng Buôngbỏthiệnác Xuamâyđen Tìmánhhồng Gọinhaumộttiếnganhem Thìcùngvượthếtchônggai Phongbabãotáp Ngàyngắnnhanhđêm Sốphậnnằmhếttrongtay Nayđâymaiđó Khốnkhóđờitrai Taovẫnungdungtựtại Sốngdainhưsói
303,38313338385f3939.wav,Tìnhyêunồngcháy Đặcbiệtlàvớirượu Cảcờbạcthì Ôngtacũngkhôngtha Vìsứcmạnhcủa Ôngkhôngcầncứu Chơivàiváncược Thìcósaođâuhả Tầmnàythìchắc Cũngkhôngcònliêmsỹ Nghecứquenquen NhưlàZenitsu Nhưngđốivớiông Ởcáitầmkhủngkhiếp Khicứxoayvòng Bánthânđểuốngrượu Rayleighbậcthầy Củanhữngbậcthầy Kiếnthứckinhnghiệm
304,37393730305f3831.wav,Nhưngchẳngdámtinđâu Nhữnglờiviểnvông Thềcóbóngđènlà Anhsẽthươngemmãi Hãyđểanhchởemđi Quacảmùađôngdài Cònngầnngạigì Saokhôngbướctớibênanh Chờđợigìmãi Cholãngphítuổixuânxanh Tươnglairasao
305,37373030385f3331.wav,"Tianắngnghiêngnghiêng Xuyênngànlá Giấcmơđờita Theochuyếnxe,tantrongnhạtnhòa Bênnhauphútnày Làmsaoemxacontàu Lệemtuônmãi Aibiếtđượclòngmìnhkhổđau"
306,37363434335f3836.wav,Vàodòngnướckia Làconthuyền Khôngbờkhôngbến Làconthuyền Khôngngườichèolên Điđếnđâu Cũngchẳngengại Quákhứanh Cũngnhưhiệntại Sẽtậpsống Khôngemtừđây
307,37333032315f3939.wav,Đườngcũtiếnghaiđêm Vẫncònchờ Gặp.. lại... người...xưa.....
308,37393433325f3137.wav,Aiđờncâuvọngcổ CôÚtđirồi Bỏlạimốitìnhquê Hươngmíathơmnhư Tấmlòngemđó Sốngnơithịthành Cócònnhớđếnanh Xingởicánhchim
309,37313038385f3435.wav,Thiếtthalànhư CánhvạckêusươngChúaơi Lòngconchânthànhdâng VinhquangChúamuônvàn Khônggianmấytơvàng Đâycaosiêulễtônthờ Conkhấnxinngườithươngtình
310,37363630395f30.wav,Tôitrởvềthămem Sauthángnămmiệtmàinơixứxa Dòngsôngnướcxanhnămnào Ghidấungàyđôimìnhđưatiễn Lờihẹnthềướctrao Dẫuxaxămxinđừngphụnhau Trăngcònsángsoidòngsông
311,37353330335f3339.wav,Làmanhbựcdọc Qualờinói LàemKimNgưubướngbỉnh Ngangtànvàcứngđầu Anhsẽkhôngcònnổinóng Khilờidạybảo Embỏsau Cứimlặngnhưthế Cứvứtnỗinhớlại Choem Anhđừngnhìnlại Khivôtình Nhìnthấybóngem Chờanhtrongđêm Vìnếuconđườnganhchọn Chắcchắncóhạnhphúc Thìemsẽlà Ngườichịuđau Vàgửianhngànlờichúc Vẫndòngtinnhắncũ
312,38313037395f3139.wav,"Mỗichuyệnăn,uốngmàphảilăntăn ThìđãcóÔLongTea+ Tếtnàykhỏibănkhoăn Cắnmộtmiếng,làuốngmộtngụm Vẫngiữđượcsựnhẹnhàng Dùănnomộtbụng Tếtlàănhết Ănngonchẳngcầnđắnđochi NgàyTếtlàănhết CóÔLongrồihổnglogì"
313,37393037335f3434.wav,Cốdốilòngtỏramạnhmẽ Màsaotráitimemđauthếnày Mộtlầnsaucuối Emsẽthôikhócvìanh Cóbaogiờanhnghĩvềem Vềnhữngđắngcay Emđanggánhchịu Từngngàytrôiqua Lànhữngnỗiđaukhôngphainhòa
314,37353534365f3436.wav,Laumắtrồithôi Xinrángcườilàmvuilòngngười Đànhchờkiếpsauhẹnlạiyêunhau
315,37343037355f3136.wav,"Chimsa,tangtínhtình...íiì...,cálội Ngậmmộttintrông,haitinđợi,babốntinchờ Saochẳngthấyđâu... Ngàyngày...ratrôngchốnxaxăm"
316,3130313836315f3130.wav,Thảhồnvào Cơngiómêsay Cànhhoatươichônsâu Cànhxaxút Đểmuônđời Mìnhcònđượcyêunhéem Yêumớibiết Quênthờigian Khibiếtyêu Hoasẽmãikhôngphaitàn
317,3130333131375f3234.wav,Cũngkhônglàmduyêntìnhtachóngphai Quỳnhơiemnhưtrăngtrêntrời Muônhoađẹptuyệtsắc Giainhânthếgianlàem Dùanhcónướcmắt Khiếnemmãibướctheochồng
318,37323338375f3637.wav,Vẫnchẳngnóimộtlời Màhươngthầm Vươngvấnmãingườiđi
319,37303534315f3331.wav,Trăngcũngchợt Lẻloithẫnthờ Biểnvẫnthấy Mìnhdàirộngthế Xacánhbuồm Mộtchútđãcôđơn Gióâmthầmkhôngnói
320,38303534365f3438.wav,Lặngnướcmắtsaungànnụcười! Vìđâuphảicốchấpđếnnhưvậy? Lặnglẽyêunaylặnglẽbuông!
321,37313731395f3335.wav,Chỉcònanhvàem LàcủamùaThucũ Chỉcònanhvàem Tìnhtanhưhàngcây Đãyênmùabãogió Tìnhtanhưdòngsông Đãyênngàytháclũ Thờigiannhưngọngió
322,3130343139395f3631.wav,Ngườiởđóanhởđây Màsaotráitim Anhlạnhquá Cũngchỉlàdokhoảngcách Khiếntavôtình Lạcmấtnhau Yêuxakhólắm Nhớthươngmà Làmtráitimđau Mìnhđãhứa Sẽcùngđitrênđường Đờiphíatrước Ngàyhômnay Conđườngtuyếtrơilạnhtê Nhưngsaomìnhanhbước Ngàyhômquanắnglên Nhưngtìmemkhôngthấy Bâygiờbênem Lạicóai Làmchotimanh Tuyếtrơiđầy
323,37313631325f3535.wav,"Sẽtanvìbóngdángkhác. Ngườiơi,anhđãhiểulòngem!"
324,37313930355f3436.wav,Nơitráitimanhsẽlạnhcâm Emđếnnhưlàthiênthần Giómátchođờianh Giờđànhsaonỡbỏrơitìnhanh Giờemởnơinào Ngườicóhaytimanhnghẹnngào Mốitìnhnàyanhtrao Emmangvềnơichốnnao Nơikhóemilệtuôntrào
325,38313332385f3531.wav,Nhưngtimâmthầmrỉmáu Thàrằngcôđơnchẳngyêuaicả Đểmìnhnhậnra Nhiềungườiđangyêu Cũngvẫnlạnhlẽocôđơnđấymà Chẳngbuồnkhingắmlạibứcảnhcũ
326,3132313739305f3830.wav,Hạnhphúcnhémybabe Thisalonemylove Aoneloveyouagain
327,3132323239345f313030.wav,Vàthờigiannày Chỉcònlạimìnhtôivớiem Trêncõiđờinàymàthôi
328,3130303230345f3838.wav,Cónhữnglúccôđơnnơiđây Contimtaluônmongemởlại Chỉcónhữngphútđắmđuối Đểcóthểbênnhauhết Nhữngthángngàydài Hãycứbướctiếpđiemơi Letsgodawayyougo Mahbabymahbabylet’sgo Cónhữnglúccôđơnnơiđây Contimtaluônmongemởlại Chỉcónhữngphútđắmđuối Đểcóthểbênnhauhết Nhữngthángngàydài Hãycứbướctiếpđiemơi
329,37323030315f3333.wav,"Chiềunaymìnhtrởvềchốnđây Ngồitađốttậpthơxưa,niềmđauchôndấu Never fall in love Đành quên dĩ vãng xưa đầy ân áị Vàmộngmơcốcắtđứtđiđườngtơ Thôi,nợduyêncũngnhưtrôngchờ"
330,3130303930325f3732.wav,"Ngườitalàmquênthờigian Còntathìkhôngsaođâu Ngườitahọđangchàonhau.. ”khôngbiếtlàaiđâyta?!” Ngườitanhưcuồngđiên, Thôimongngàymaimayra TìmtrongmùaThusẽcó MùaHạvàĐônghayXuân Nhìnralàconngườita Làmnhưmìnhkhôngtaychân Hìnhnhưgặpnhaucànglâu Càngthêmhờnghenvuvơ Vàbànthêmhồilâuchỉra Mộtkhutrờiđenngungơ Vàtrongcuộcsốngnày*Aiaiaiaiai?*"
331,37313234345f3139.wav,Chờmộtcáitên Lướtweblụctìmkiếm TrongFaceBook Vẫnthấydòng Commentcứthếhiệnlên Ôkìaôkìađếnsaokìlạ NickvẫnInvimàvẫnthấytên Haylàbởihoamắt Khihútnhiềuthuốc
332,37363432385f3230.wav,Cóthểemđangnghĩ Ngườiđóchắc Khônglàmemkhổ Tốthayxấucũng đềuquenemrồibỏ Tôivẫnvuimà Emđừnglonữa Tôivẫnchơikhiuốngrượu Vàhútcỏtừngbữa Chỉ ko còn được Love em  Saumỗibữatrưa Loveđôimôiem Tôichỉviệcnằm Chuyệncònlạithìemlo Bờmôiđócóngọthơn Bờ môi của anh ko???  Ngườitacóyêuemhơn Là anh yêu em ko???  Vòng tay ấy ôm em  Cóchặthơn
333,37353539305f3836.wav,Vơibớtsầuthương Chonụcười Đậmtrênmôi
334,39323332355f3439.wav,Cólẽchỉcònmìnhanhthôi Màimònkýứchaynghĩvềem Đểchokhoảnhkhắcnàynhanhtrôi Lạimộtđêmbuồnnữarồi Anhlạivíemtrongbàirap Đãkhôngngủcũngkhálâurồi Đếnchămbảnthâncũnglườinhác Anhtừngnóiem LàTiếncủaem Bâygiờthìđãtrưởngthànhhơn Đúngvậyđấy Nhưnganhtrưởngthành Khinỗiđaunàynhóitừngcơn Anhkhôngtráchemmàchỉtráchanh Vìanhkếtthúcmốiduyênnày Takhôngquenđược Thìphảichấpnhận
335,3130313536305f3430.wav,Thêmnữathôi Lướtđâmmạnhvàomànđêm Lướtđâmmạnhvàomànđêm Muốnthấyngọnlửa Đốtsạchquanhtôi Vàxénátmànđêm Vìđờithậtquá Nhiềudốigian Lạikhócsaochứachan Tráchaibâygiờ Contimmệtrồi Vứthếtmọithứ Quênđiđượcchứ Đừngnhìnvềnơiquákhứ
336,37373634365f3433.wav,Đànhcáchxa Conđườngchiahaingã Đànhcáchxa
337,3133343237385f313738.wav,Saigonesenhiềukhidôxungquá Xinbậtloa Trìnhbàyay-yoay
338,37303835395f38.wav,Nhữngconđường Quenlốiđi Mànaynằmyên...đó. Saoanhnỡđànhquên Kỷniệmchanchứaêmđềm. Saoanhnỡđànhquên Cholòngnàyđauxótthêm. Saoanhnỡđànhquên Lúcđivềaiđưađón
339,39323538325f313036.wav,Maimốtđâythềconxuốngtóc Nếumàcuakhôngđược Thìconsẽbểbóng
340,37393230305f3434.wav,Insâuvàonỗinhớ Dùemởnơiđâu Cũngnghĩtớianh Ngaycảtronggiấcmơ Vìanhyêuemcảtronggiấcmơ Nêntìnhanhtraoem Làkhôngbếnbờ Từngphútgiâybênemđongđầy Baoyêuthươngthànhnỗinhớ
341,38303937315f3235.wav,Vềtìnhyêuemtraoanh Đếnnaychỉcònlạimìnhanh Vớitiếngháttrongtâmtríanhnày Anhđãmấtemsao? Emsẽkhôngởnơinày Anhbiếtphảiđànchoaiđây Đâuđónỗibuồncungđànrung Đôitaylaunướcmắtrơi Anhđãđemlòngtin
342,37393231385f30.wav,Từngchiềubuồnlangthang Bướctrênconđường Lặngnhìnmùathu Đưalárơibênthềm Mộtmìnhthươngnhớai Khônggiannhưhoangvu Mộttìnhyêugiábăng Yêuđơnphươngmìnhtôi
343,37343034385f3430.wav,"Sươngkhuyanhẹbay Thànhphốbátngátcủagió Tìnhyêumênhmôngcủamây Đượcngàyvuikhôngthểquên Nhữngthángnămngượcxuôi Mơvềchântrời,thànhphốcủatôi"
344,37303634355f3230.wav,Nhớngàynaobaonồngsay Tựnhiênembỏanhmàđi Nhớvềemyêungheđaunhói Buốtcontimxótxamìnhanh Mãingườiđikhôngvềđây Chẳngchoanhhiểulýdovìsao
345,38313738325f3638.wav,Trêncuộcđờinày Vàđãchocon Nhữngđiềuhạnhphúcnhất
346,37363433385f3333.wav,Yêungườimàngườinàocóyêutôi Lờiyêutựaángmâytrôi Trótlưỡiđầumôingườiđãquênrồi Yêungườimàngườinàocóyêutôi Lờiyêutựaángmâytrôi
347,37303531305f3338.wav,Yêuemrộnràng Yêuemnồngnàn Vàtôicũngyêuem
348,37303436335f3238.wav,Biểntìnhanhcuộnsóng Tràodângsẽmãiyêuem Nguyệncảcuộcđờianh Thủychungyêuemsuốtđời
349,37373138335f36.wav,Mơmộnghaiđứa Cùngnhauđidướitrăngmờ Cảhaicùngcườiđùa Chiếchônđầuhẹnthề Dẫuđãtraongườirồibiếtkhông Giấcmơanhlàchúrể
350,37383139345f35.wav,Tấttatấttưởi Bướcphongsương Ngạingầnưcáichichi Nợnầnđithếgiansi Emđẹpemxinhem
351,37333733375f3239.wav,BạcTrắngnhưvôitìnhđời MàuđenchocuộctìnhHồng Tìnhnghĩađôitatừđây Nhưvầngtrăng Gặpcơngiôngbão Thàlàbỏđihết Talàmlạitừđầu Thàlabỏđihết Tachẳngnợgìnhau
352,38313230375f3536.wav,"Nàngđãrờixa Đểta,mangcôliêu Tiếngkhócxétancõilòng Nặnghaichữphuthê Khócướtmưarơilôivề Sầubiđắngướcthề Chợttìnhdậysaugiấcmơ Nàngvẫnngồiđónhècười Mộngdữđiquathôi Hươngthơmđưamưakéovề Nànglệướtdướimưa Khóitrắngbaylênngútngàn"
353,38313332355f3837.wav,Sayđắmthêmmộtai Lárơibuôngbẽbàngthế Thaylờiyêungâydại
354,38313731345f3333.wav,Cómơthấyembóngainhớem Nhớcâuloveyou Missyoutừnghẹnthề Nhớđôivaiemgầy Côgáiấy Ởdướigócphốnênthơ Lỡyêuemnhưvậy Nhưngtạisao Nànglạiphánátcơnmơ Biếtyêusaochovừa Vìtìnhyêunàng
355,38313132385f3830.wav,Muốnđưaemvềbênbamá Xuânvềcâythêmhoathêmlá Cònemvềhạnhphúctrànđờita
356,37363431395f3237.wav,Chiềunắngtắtthànhphố Đangsangmùađông Changồibênmáihiên Mộtmanháođơnsơ Cùngnămtháng Nhìndángchahaogầy Mộtmáitócgiờđãphai Theothờigian Chođờiconlớnkhôn
357,37353734385f3633.wav,"Khôngchiacách Đôimìnhcùngyêunhaumãi HỡiEmvìtìnhyêuAnhsẽ ChờEmdangvòngtayvà ThứthachoAnhngàyấy NơiđâymìnhAnhtìmbóng Emnhưchimlạclối Ngàychờ,đêmkhóc"
358,37323030315f3339.wav,"Lòngcócònchỉchúttìnhnhớ Tanhắcđếnmỗikhichiềumơ Never fall in love Đành quên dĩ vãng xưa đầy ân áị Vàmộngmơcốcắtđứtđiđườngtơ Thôi,nợduyêncũngnhưtrôngchờ"
359,37323030315f3236.wav,"Baonhungnhớsầuthươngxótxa Thoángvútcao,nghecàngnhưréorắcmuônđời Ngườiyêudấuơi,tavềphốxưa Never fall in love Tình yêu ngõ tối sâụ, hồn ta ngỡ Mình về đâu lúc đã lỡ xa rời nhaụ"
360,37343539365f3333.wav,"vàlớndầntheonhữngthángnăm Mong ước 1 lần trở về tuổi thơ  nằmgiữachamẹấptrongchăn Vớinhữnggiấcngủthậtchìmđắm Vớinhữnggiấcmơthậtphẳnglặng Nghe mẹ kể , những câu chuyện cổ tích  vàtronglongướcmong Rằng 1 ngày mai con mẹ đủ lớn khám phá thế giới rộng mênh mông Nhữngướcmơméomóxưavẽ lêntườnggiờđâytrảinghiệmvớicuộcsống Tấtcảđâuphảitoànmầuhồng"
361,37323434315f3135.wav,Thươngconmẹtrôngconvề Chờmongtinconngàytháng Lòngđầyloâusầunhớ Baoláthurơimàconchưavề Chiềunayngồiđâylòngnhớthươngai
362,37313735375f3538.wav,Tachiataynhau Cònchinữa Giờcuối Chớluyếntiếcvấnvương Quênđiduyênxưa Từlytatraonhaulờicuối Ngườihỡi Anhphảiquênemsao Hìnhbóngthânái Khôngnhạtnhòa LàmsaoLàmsao
363,37373137385f3236.wav,Khócchosầuvơi! Hãykhócđikhócđikhócđi Đừngngạingùng Vàhãykhócnướcmắtướtđẫm Chứachantronglòng Khibaonhiêucơnmơ Chấpcánhbayxavời Thìngườiđànông Cũngvẫnphảikhócgiốngnhưai Hãykhócđikhócđikhócđi Chẳngtộitình Đểmainhớđếnnhớđếnđắngcay Trongcuộcđời
364,37353339355f3234.wav,"Chiềunghĩlạigiờđây Anhmớihiểu Thảhồntheomây, Phiêutheogió Chẵngcòntâmđâuyêuaiđó Mộthạnhphúcảotrong Anhgiờđâycũngđâu Cònaiđểtraocả Phảikhônghả? Anhhãyvềbênemdùnó Làchútmiễncưỡngcủatìnhyêu Choem1chútấmápdùbiếtlà Mộthạnhphúcảochỉcầncóanh Cùngngắmsaotrêntrờicao Emơihãymởmắtra Vànóivớianh1câuđiemah Dùnólà1câu Đầyoántráchhaysĩvã Anhđãsai,anhbiếtsai, Anhnhậnsaitấtcảmà Anhđãvấpvàđãngã Ngãthậtđau,đaurấtđau Nhưnggiờcóđauđếnmấythì Cũngđâucònđâu"
365,38303231315f3136.wav,Buôngxuốnghaimáiđầu Mìnhđứngởgiữacondốc Mìnhcốngănsẽkhôngkhóc Mànướcmắtcứvôthứcrơitrànbờmiem Từngàymaiemsẽphảibước Trênđườngvềchiahai Từngkýứchạnhphúcvềanh Buôngtiếngemthởdài
366,37323535315f36.wav,Màanhđộiíơtrênđầu Nửathươngbênlothìthương Nửasâubênphíaớhơichàng
367,37383935335f3132.wav,Núicứđứngyên Đếnhiềnhoà Làmchomâyngậpngừng Khôngrờixa Từngàymâyghéqua Trờibỏngxanhthêmlờica Mâylàmnúi Âmbaongàyquathiếttha Lờicỏcâynóirằng Mâynúibênnhauthậtyêu Nhưtơtrời
368,38323137335f3130.wav,Anhhaymuachoem Dauasữachua Anhbiếtđó Làmónemthíchbae Anhbiếtđó Làmónemthíchbae 123yêuem Yêuemyêuem Ngàythángqua Mìnhrongchơibênnhau
369,37393134375f3233.wav,Hônnhẹlênbờmôi. Ngườiơiemcóbiết Anhđãyêuemrấtnhiều Chẳngcầnnhữnglýlẽ Đểnóinêncâutìnhyêu Làmnhưkhôngquantâm Nhưnganhthựcsựnhớem
370,37373934355f3331.wav,Ngủsay Nênanhlùibướcvềsau Đểthấyemrõhơn Đểcóthểngắmemtừxa Âuyếmhơn Cảnguồnsốngbỗngchốcthubélại Vừabằngmộtcôgái Hayanhvẫnsẽlặnglẽkếbên
371,3130303933365f3333.wav,"Giảiquyếtnhữngrắcrối Từngườianhngốcnghếch Nobitathườngnóidối CóchốithìsaođượcDoraemita... Đểtabắtđược Thìcoichừngnha Davàngvàng,taiđỏđỏ Cao1Mchiếcđuôithìnhỏnhỏ NhữngviệcnàoDoremon"
372,37303538365f3134.wav,"Chuônggiáođườngvanglên Đêmnoel,đêmnoel Tahãychúcnhaucâucười Mừngngàychúasinhrađời Nàomìnhcùngnắmtayvuicười Hòabìnhđếnchomuônngười Cùngcấttiếngcamừngvui"
373,37363038355f3537.wav,Saonởđànhlòngvộivàng Emlãngquênbaolờiyêu Anhvẫnnguyệncầumộtđiều Gửingànvìsaosángcao Chúcemđược Mãiêmđềm Hạnhphúcbênngườimìnhyêu Anhbiếtlàcuộcđờinày Sẽkhôngcóembêncạnh Anhngỡlàcuộcđờinày Chỉlàgiấcmơmàthôi Anhhátmộtbàitìnhca
374,38313535385f3733.wav,Nơimàhắnẩnnấp Thìtêntrộmđóchínhlà Ngườianhđãbỏqua Cậubiếtsứcmạnh Củamìnhđãđượctrao Đồngnghĩasứmệnh Phảibảovệtấtcả Nhữngngườivôtội Họrấtcầncócậu Nêncậuphảichọn Nhữngviệclàmcaocả Quyềnlựccànglớn Tráchnhiệmcàngnặngnề Nhưngcậukhókhăn Đốimặtvớitàichính Vìsaucáichết ĐộtngộtcủaChúBen DìMaygiàyếu Khôngthểlochomình Tìmmộtcôngviệc Đểtrangtrảicuộcsống Vôtìnhđọcđược Cómộtmứcthưởnglớn Chụpảnhrõnét Ngoạihìnhcủangườinhện
375,38313338385f313138.wav,Củaôngcóđầyđủ Đánhthứctiềmnăng HakicủaLuffy Mặcdùtrướcđây Cậuchưabaogiờthử Chỉdạycơbản Chonhócvềtừngloại Nhưngkhôngquênnhắc Hakiđẳngcấpcao Conngườihuyềnthoại Vớivuahảitặc Từngbướcvàođảo Chưacóchânaiđặttới Huyềnthoạicótên RayleighDạyHakiLuffy Vuabóngđêmcòntruyền LàthợtrángthuyềntạiSabaody Huyềnthoạicótên RayleighDạyHakiLuffy
376,39323632345f3837.wav,Rờimắtkhỏibàngiấy Ngướcnhìnkhungảnh Mẹcườivàkỉniệm Ùavềthậtnhanh Khẽkéomộtngăntủ Lụclạohồilâu Ánhmắtcôchợtchùngxuống Vàxoáyvàothậtsâu Mộtbàibáovề Tainạntàucáchđâyhaithậpkỉ Mộtthoángyêuthương Nhưđangvềtrongtâmtrí Vàrồibắtcóccôđi Mộtthoángyêuthương
377,37353330335f3538.wav,Vẫndòngtinnhắncũ Emsẽlụclại Vàđọctiếp Vẫnlàcáibóngđằngsau Đểanhđivào Giấcngủthiếp Vẫnlàcáitêndanhbạ Honeycủaemthôi Vàvẫnlàanh Ngườiemyêunhất Dùnhịptim Haitađãlỗi Vẫndòngtinnhắncũ Emsẽlụclại Vàđọctiếp Vẫnlàcáibóngđằngsau Đểanhđivào Giấcngủthiếp Vẫnlàcáitêndanhbạ Honeycủaemthôi
378,38313136385f313434.wav,MáuNezukocóthểbốccháy Vàkiểmsoátnó Mộtcáchtinhnhuệ
379,37373638375f3833.wav,Đòdẫunặngnề Trôimấytrôi Cũngvềmộtnơi
380,37373436325f3138.wav,Thìthôianhvềđi Vềvuibêngiađình Vợanhđangchờanh Vàconanhđangcầnanh Đừngquantâmgìem Vàđừngnóinữangườiơi Hãyđểchoemđượcbìnhyên Ngàyxưakhônggặpnhau Thìngàynayđâubuồnđau
381,38313435305f3339.wav,Sốngsaochođángsống Aicòncómẹthìhãytrântrọng Vìmẹởnhàcònđangmong Thángnămkhôngchờmộtaicả
382,37303339345f38.wav,Mộtmùaáiân Mìnhvuimấylần Giờthìđớnđau Trọnmộtsốkiếp Anhnóigìanhhứagì Anh ước gì Ôibaonhiêulờimặnnồng Naygởivềđâu
383,37393132355f3433.wav,Xinvẫnyêuem Tìnhơidùsaođinữa Xinvẫnyêuem
384,39323733325f3330.wav,Phốcũhoaphaimàu Mắtnhìnnhaukhôngnói Ngỡngàngnhưmớiquen Hãynóimộtcâu Chovơicạnsầu Quênđicuộcđời Duyêntakhôngthấm Cũngthươnglỡlàng Emkhôngtráchanh Đêmđêmemvẫnhát
385,38303935345f3236.wav,Thươngnhớkhôngnguôi Cơnđauhoàikhôngdứt Rồianhrađinơixa Cốquênvếtthươnghômnào Yêudấutatraonhưngsaolòngvẫnđau Ngườiơicónghekhông?
386,37333733375f3637.wav,Nhưbongbóngbay. Mauyêumauquên Nhưbongbóngbay.
387,37313839315f3831.wav,Xavúttầmtay Từđây Tanhớ...emnhiều.
388,3130333133345f3635.wav,Họđổichota Bướcdọcsântrường Nhữngchiếclárơibênthềm Nhữngbuồnvuicùngchiasẻ Đểchotìnhbạncàngthêmbền Cùngđồnghànhcùng Nhauhọctập Cùngđilênnhưtrongmùagiải Tuổihọctròlànhữngviênngọcquý Vàcầnphảiđượcmàigiũa Trảiquahếtnhữngmùanắngnóng Rồilạiđếnmùalạnh Dướisântrườnggiờhọc Lạivắngbóngnhững Cơngiókialùamạnh Nhìnrangoàicửasổ Hàngcâyđongđưahàngláxanh Bạnbètôithườngchọcphá Nhưnghọvẫnkhônghềlánhxa Tiếthọccủathầylạiđến Và...
389,3130333135365f3534.wav,"Thiênđườngđíchdạhậu Ngườikhẽnởnụcười Tặngtatrườngtươngtư Khiếnlệvạnthànhsầu Cớsaocònlưỡnglự Tahỏithầmvớigió Ngườicótrởlạikhông? Tươngtưnàngtiêntử Giólặngimđaulòng Tưâmkhôngthểsánh Bằngngườiđốivớita Cảvùngtrờiuám Kiênđịnhkhôngbuôngthả Mộtlòng,mộtdạ"
390,37373131345f3234.wav,Trongcơnđaumiênmanchiềunay Nhữngdưâmvanglênkhitagọinhau Phươngnàotamonganhđừngquên Câuhứatrởvề
391,37373436385f3132.wav,Biêncươnganhmộttaybútthần Anhtôhoạtranh Đemsứctraixâyđềnđài Gấmvócchongàymai Xinhãyyêuhãythương Chothậtnồngnàn Bằngtìnhyêusayđắm Khôngdốigiankhônglọclừa Khôngđắnđokhôngchầnchừ Cầngìđâuphảingỡngàng Đờichỉnhìnđôitatrêntrầngian Thậttuyệtvờiniềmtinvàsứcsống
392,37373537305f3634.wav,Mànay Conđãđixa Mẹgià.... Chờ...mong..... Con..hoài...... Ngàyxưa Conbéngâythơ Mànay Conđãđixa Mẹgià....
